pgn_aptkira_dinner | [pname_kira[0]], неожиданно тебя видеть с нами за ужином, что-то случилось? Плохое или хорошее? | [pname_kira[0]], suddenly you see us at dinner, something happened? Bad or good?
pgn_bonus_home_vengeancealice_sex_m | Блин! Точно. | Shit! Exactly.
pgn_bonus_home_vengeancealice_sex_m | Пока это всё что мы можем сделать. Так что давай, предлагай, что с ней сделаем, какие извращения и пошлости. | For now, that's all we can do. So come on, suggest what we do with it, what perversions and vulgarities.
pgn_bonus_home_vengeancealice_sex_m | Но несколько фотографий я всё же сделаю. | But I'm gonna take some pictures after all.
pgn_bonus_home_vengeancealice_sex_m | Презервативы взял? | Did you get the condoms?
pgn_bonus_home_vengeancealice_sex_m | А эм... ну... | And, um... well...
pgn_bonus_home_vengeancealice_sex_m | Они не нужны. [pname_alice[0]] рассказала, что как только ей начал нравится анальный секс с тобой, её попка всегда наготове. | They are not needed. [pname_alice[0]] said that once she started enjoying anal sex with you, her ass is always ready.
pgn_bonus_home_vengeancealice_sex_m | Я ей немного завидую... | I envy her a little...
pgn_bonus_home_vengeancealice_sex_m | Чем? | with what?
pgn_bonus_home_vengeancealice_sex_m | Давай, вставляй в её попку свой большущий член. | Go ahead, put your big dick in her ass.
pgn_bonus_home_vengeancealice_sex_m | А она точно не проснётся? | Are you sure she won't wake up?
pgn_bonus_home_vengeancealice_sex_m | А ты вставь и узнаем. | And you put it in and we'll know.
pgn_bonus_home_vengeancealice_sex_m | Мммхмм...  | Mmm-hmm... 
pgn_bonus_home_vengeancealice_sex_m | Эээ... | Uh...
pgn_bonus_home_vengeancealice_sex_m | Спит она, спит. Продолжай и давай глубже. Тебе хочется сейчас её отыметь? | She's asleep, asleep. Keep going and go deeper. Do you want to fuck her now?
pgn_bonus_home_vengeancealice_sex_m | Да и от куда ты такие слова знаешь и вообще как идея такая в голову пришла? | Where do you know these words and how did you come up with this idea?
pgn_bonus_home_vengeancealice_sex_m | [pname_max[0]]. Меньше слов, больше дела. Я тоже хочу спать. | [pname_max[0]]. Less words, more business. I'm sleepy, too.
pgn_bonus_home_vengeancealice_sex_m | Хорошо, хорошо. | Okay, okay.
pgn_bonus_home_vengeancealice_sex_m | Да, братик, глубже. Накажи её попку. Жёстче и глубже. | Yeah, brother, deeper. Punish her ass. Harder and deeper.
pgn_bonus_home_vengeancealice_sex_m | Братик, тебе нравится быть внутри её попки? | Brother, do you like being inside her ass?
pgn_bonus_home_vengeancealice_sex_m | Да. | Yes.
pgn_bonus_home_vengeancealice_sex_m | Продолжай. | Go on.
pgn_bonus_home_vengeancealice_sex_m | Блин! [pname_liza[0]], я сейчас кончу. | Shit! [pname_liza[0]], I'm coming.
pgn_bonus_home_vengeancealice_sex_m | Вынимай быстрее и кончай мне в ротик. | Take it out quickly and come in my mouth.
pgn_bonus_home_vengeancealice_sex_m | Аргххх!!! Аааа... | Arghhhh!!!! Ahhhh...
pgn_bonus_home_vengeancealice_sex_m | {i}Сестрёнка без остановки глотает.{/i} | {i}My sister swallows without stopping.{/i}
pgn_bonus_home_vengeancealice_sex_m | Понравилось? | Did you like it?
pgn_bonus_home_vengeancealice_sex_m | Ага. | Yeah.
pgn_bonus_home_vengeancealice_sex_m | Захочешь ещё, скажи мне. А теперь пойдём, я хочу спать. | If you want more, tell me. Now come on, I want to sleep.
pgn_bonus_home_vengeancealice_sex_m | У тебя на губах немного осталось. | You have some left on your lips.
pgn_bonus_home_vengeancealice_sex_m | ... | ...
pgn_bonus_home_vengeancealice_sex_m | Хорошо. Только не кончи ей в рот, а то она всё поймёт. | Okay. Just don't come in her mouth, or she'll understand.
pgn_bonus_home_vengeancealice_sex_m | А как ты это сделаешь, она же не может ничего? | How do you do that, she can't do anything, can she?
pgn_bonus_home_vengeancealice_sex_m | Как-нибудь. | Somehow.
pgn_bonus_home_vengeancealice_sex_m | Ты её тащешь, как куклу. Интересно на это смотреть. | You're dragging her like a doll. It's interesting to look at.
pgn_bonus_home_vengeancealice_sex_m | Нужно только открыть её рот, а дальше дело техники. | All you have to do is open her mouth, and then the tech business.
pgn_bonus_home_vengeancealice_sex_m | Не переборщи. | Don't overdo it.
pgn_bonus_home_vengeancealice_sex_m | Всё под контролем. | Everything is under control.
pgn_bonus_home_vengeancealice_sex_m | Ммм... Мм ... | Mmm... Mm...
pgn_bonus_home_vengeancealice_sex_m | Ого! Двигает языком. | Whoa! Moves your tongue.
pgn_bonus_home_vengeancealice_sex_m | Вот же. Ей снится эротический сон. Хм... может... | There you go. She's having an erotic dream. Um... maybe...
pgn_bonus_home_vengeancealice_sex_m | Ох, чёрт! Ох.... Блин... Ааа! | Oh, shit! Oh...., shit... Aah!
pgn_bonus_home_vengeancealice_sex_m | Ты в неё кончил? | Did you come at her?
pgn_bonus_home_vengeancealice_sex_m | Нет, но скоро. Она активнее стала лизать. | No, but soon. She started lickin' more actively.
pgn_bonus_home_vengeancealice_sex_m | [pname_liza[0]], я почти.... | [pname_liza[0]], I almost.... 
pgn_bonus_home_vengeancealice_sex_m | Ааааа... | Aaaah...
pgn_bonus_home_vengeancealice_sex_m_c | Понравилось? | Did you like it?
pgn_bonus_home_vengeancealice_sex_m_7 | Ага. | Yeah.
pgn_bonus_home_vengeancealice_sex_m_5 | Захочешь ещё, скажи мне. А теперь пойдём, я хочу спать. | If you want more, tell me. Now come on, I want to sleep.
pgn_bonus_home_vengeancealice_sex_m | Спасибо. | Thank you.
pgn_bonus_home_vengeancealice_sex_m | Пойдём спать. | Let's go to bed.
pgn_bonus_home_vengeancealice_sex_m | Всё же решил заделать ребеночка. | Still decided to make a baby.
pgn_bonus_home_vengeancealice_sex_m | Эм... нет, нет... | Um... no, no...
pgn_bonus_home_vengeancealice_sex_m | Ну, ну, кто тебя знает. | Well, well, who knows you.
pgn_bonus_home_vengeancealice_sex_m | {i}Да что это с [pname_liza[4]] происходит. Может Мама была права, что мы влияем на неё плохо.{/i} | {i}What's going on with [pname_liza[4]]. Maybe Mom was right that we're affecting her badly.{/i}
pgn_bonus_home_vengeancealice_sex_m | [pname_max[0]]! Давай, войди в неё. | [pname_max[0]]! Come on, get in it.
pgn_bonus_home_vengeancealice_sex_m | А может мне сходить за смазкой или... | Should I go get some lube or...
pgn_bonus_home_vengeancealice_sex_m | Входи в её киску, уверена, там и так всё нормально. | Enter her pussy, I'm sure it's okay there already.
pgn_bonus_home_vengeancealice_sex_m | Ладно. | Okay.
pgn_bonus_home_vengeancealice_sex_m | {i}Как же в её киске узко.{/i} | {i}How narrow is her pussy.{/i}
pgn_bonus_home_vengeancealice_sex_m | Ну как тебе? | What do you think?
pgn_bonus_home_vengeancealice_sex_m | Сначала было сложно войти, а сейчас получше, что ли. Словно её тело понимает, что её трахают. | At first it was hard to get in, but now it's better. It's like her body knows she's being fucked.
pgn_bonus_home_vengeancealice_sex_m | Её киска не отпускает мой член, затягивает и затягивает внутрь. | Her pussy won't let go of my dick, it'll tighten and tighten inside.
pgn_bonus_home_vengeancealice_sex_m | Поддержи её ноги, я хочу кое-что сделать. | Hold her legs, I want to do something.
pgn_bonus_home_vengeancealice_sex_m | Что ты хочешь сделать? | What do you want to do?
pgn_bonus_home_vengeancealice_sex_m | Не тебе же одному развлекаться, я тоже кое-чего хочу. | You're not the only one having fun, I want something too.
pgn_bonus_home_vengeancealice_sex_m | Поцелуй в попку. | Kiss my ass.
pgn_bonus_home_vengeancealice_sex_m | Я чувствую попкой её горячее дыхание и нежные губки сестрёнки. | I can feel her butt's hot breath and her sister's soft lips.
pgn_bonus_home_vengeancealice_sex_m | {i}Что она вытворяет. Офигеть.{/i} | {i}What she's doing. Awesome.{/i}
pgn_bonus_home_vengeancealice_sex_m | Губки большие, губки маленькие, губки влажные, ротик горячий. | Sponges are big, sponges are small, sponges are wet, mouth is hot.
